gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size
Female,23.0,Chimie,2,80.5,20.0,62.8,51.7,84.0,3.0,1.4,7.9,No,No,Low,0.0,Yes,Salle 15,119.0
Male,23.0,Energetique,1,84.9,15.0,65.1,46.5,62.4,2.0,7.7,37.9,Yes,No,Middle,1.0,Yes,Salle 27,83.0
Female,24.0,Electrique,2,82.4,18.0,53.5,59.5,100.0,0.0,2.2,14.5,Yes,No,Middle,1.0,No,Salle 12,185.0
Male,22.0,Informatique,2,78.5,22.0,47.4,51.7,81.4,1.0,1.8,14.2,Yes,No,Middle,2.0,Yes,Salle 24,298.0
Female,19.0,Informatique,2,59.9,40.0,93.8,82.9,70.3,1.0,3.5,17.2,Yes,No,Low,2.0,Yes,Salle 30,298.0
Male,22.0,Mecanique,3,79.6,20.0,65.9,96.2,68.6,1.0,0.3,12.2,No,No,High,0.0,No,Salle 20,212.0
Male,22.0,Electrique,3,100.0,0.0,76.6,73.1,52.4,2.0,4.6,23.7,Yes,No,Middle,3.0,Yes,Salle 18,188.0
Female,24.0,Mecanique,3,73.5,26.0,79.2,30.9,75.1,1.0,2.1,7.8,No,No,Middle,1.0,Yes,Salle 7,212.0
Female,22.0,Mecanique,2,68.7,31.0,76.7,59.9,74.5,4.0,0.2,5.5,Yes,No,Middle,0.0,Yes,Salle 26,231.0
Male,22.0,Chimie,3,81.5,18.0,61.8,48.4,75.3,1.0,4.5,26.5,No,No,Middle,1.0,Yes,Salle 19,130.0
Female,21.0,Mecanique,2,85.9,14.0,65.1,43.8,62.9,0.0,5.9,26.0,Yes,No,Low,0.0,No,Salle 15,231.0
Male,22.0,Electrique,3,83.8,16.0,43.0,48.4,47.2,0.0,0.1,9.1,No,No,Low,5.0,Yes,Salle 14,188.0
Male,22.0,Mecanique,5,85.3,15.0,38.4,56.0,36.0,1.0,2.5,14.6,No,No,Low,3.0,Yes,Salle 4,67.0
Male,21.0,Energetique,1,70.4,30.0,62.3,1.9,91.4,1.0,2.0,16.5,Yes,No,Middle,2.0,No,Salle 5,83.0
Male,21.0,Mecanique,3,81.4,19.0,77.8,62.5,30.8,1.0,2.6,20.5,Yes,No,Middle,0.0,No,Salle 17,212.0
Male,23.0,GenieCivil,3,75.5,24.0,65.1,85.6,58.0,1.0,0.7,9.9,No,No,Middle,0.0,Yes,Salle 23,185.0
Male,25.0,Telecom,1,80.1,20.0,78.7,61.6,81.9,4.0,1.5,11.1,Yes,No,Middle,0.0,Yes,Salle 30,121.0
Female,22.0,Chimie,4,81.5,18.0,55.4,59.4,29.3,0.0,3.9,19.4,Yes,No,Middle,1.0,Yes,Salle 18,93.0
Female,24.0,Electrique,5,91.3,9.0,85.6,85.8,72.7,1.0,0.1,8.0,Yes,No,Low,1.0,Yes,Salle 3,80.0
Female,20.0,Informatique,3,85.1,15.0,54.1,65.3,63.9,1.0,2.2,14.8,Yes,No,Low,0.0,Yes,Salle 7,263.0
Female,21.0,Electrique,3,80.5,20.0,57.4,87.7,63.3,0.0,2.6,14.9,Yes,No,Low,2.0,No,Salle 12,188.0
Female,23.0,Telecom,4,91.1,9.0,65.1,63.2,72.8,0.0,0.4,12.8,Yes,No,Middle,1.0,Yes,Salle 14,121.0
Male,21.0,Electrique,2,86.4,14.0,66.5,99.0,64.7,1.0,0.7,7.0,Yes,No,Middle,1.0,Yes,Salle 13,185.0
Male,24.0,Telecom,2,88.1,12.0,76.5,81.8,82.9,4.0,0.5,2.9,Yes,No,Middle,1.0,Yes,Salle 19,161.0
Male,21.0,Electrique,3,77.7,22.0,72.4,51.4,77.9,0.0,0.1,9.0,No,Yes,Middle,0.0,No,Salle 20,188.0
Male,20.0,Chimie,5,82.2,0.0,48.4,90.7,71.3,1.0,1.6,13.4,No,No,Low,1.0,Yes,Salle 22,48.0
Female,22.0,Mecanique,3,83.6,16.0,75.3,49.4,51.2,0.0,1.4,12.1,No,Yes,Middle,1.0,Yes,Salle 8,212.0
Female,24.0,Chimie,4,77.7,22.0,92.2,75.1,26.3,3.0,4.8,30.0,Yes,No,Middle,1.0,Yes,Salle 20,93.0
Female,24.0,Informatique,1,100.0,0.0,73.1,54.7,79.4,4.0,0.9,5.8,No,No,Middle,1.0,Yes,Salle 22,248.0
Female,21.0,Telecom,5,88.5,12.0,69.0,76.5,56.2,0.0,0.8,7.0,No,No,Middle,0.0,No,Salle 15,60.0
Male,22.0,GenieCivil,3,71.0,29.0,79.3,55.4,72.2,1.0,0.0,7.1,Yes,No,Middle,1.0,No,Salle 14,185.0
Female,21.0,Telecom,1,72.0,28.0,81.4,28.8,85.3,3.0,0.7,2.6,Yes,No,Middle,0.0,Yes,Salle 12,121.0
Male,23.0,Informatique,4,100.0,0.0,75.4,66.5,99.8,1.0,5.0,23.4,Yes,Yes,Middle,1.0,Yes,Salle 29,230.0
Male,28.0,Electrique,3,82.2,8.0,65.1,63.9,76.7,2.0,2.1,13.9,No,No,Middle,0.0,Yes,Salle 26,188.0
Male,20.0,Chimie,1,80.9,19.0,65.9,74.3,73.3,1.0,6.8,34.9,No,No,Middle,1.0,No,Salle 9,96.0
Male,23.0,Electrique,4,67.8,32.0,58.5,72.5,88.7,1.0,5.1,29.3,Yes,Yes,Middle,1.0,Yes,Salle 16,157.0
Female,23.0,Mecanique,2,82.2,8.0,51.6,63.0,66.1,1.0,5.2,27.6,Yes,Yes,Middle,5.0,Yes,Salle 27,231.0
Male,22.0,Energetique,1,64.2,36.0,76.7,73.8,40.4,3.0,1.3,11.3,Yes,Yes,Middle,1.0,Yes,Salle 11,83.0
Male,23.0,Mecanique,3,80.6,19.0,40.2,74.8,100.0,0.0,0.4,10.8,Yes,No,Middle,1.0,Yes,Salle 30,212.0
Female,23.0,Mecanique,4,74.7,25.0,67.4,61.6,53.5,4.0,0.5,2.8,Yes,No,Middle,0.0,Yes,Salle 22,178.0
Male,26.0,Telecom,4,74.8,25.0,25.6,54.7,55.6,0.0,1.4,13.3,No,No,Low,1.0,Yes,Salle 27,121.0
Female,24.0,Energetique,1,79.8,20.0,88.0,61.4,67.2,0.0,0.3,3.6,Yes,Yes,Middle,1.0,Yes,Salle 8,83.0
Female,22.0,Informatique,2,79.7,20.0,42.7,47.9,39.4,1.0,2.1,13.3,Yes,No,Middle,0.0,No,Salle 20,298.0
Female,23.0,Informatique,2,94.3,6.0,47.2,68.4,69.2,3.0,4.1,22.0,No,No,Middle,2.0,Yes,Salle 9,298.0
Male,23.0,Informatique,1,88.7,11.0,65.1,63.5,81.6,1.0,0.3,12.6,No,No,Low,1.0,Yes,Salle 9,248.0
Female,24.0,Telecom,3,84.2,16.0,69.7,42.8,80.7,1.0,1.3,11.5,Yes,Yes,Middle,0.0,Yes,Salle 24,154.0
Female,21.0,Chimie,2,99.4,1.0,53.8,66.4,46.9,1.0,0.4,9.2,No,No,Middle,0.0,Yes,Salle 6,119.0
Female,24.0,Telecom,2,75.2,25.0,68.9,93.4,49.4,1.0,4.0,15.2,Yes,No,Middle,1.0,No,Salle 15,161.0
Female,22.0,Electrique,2,83.2,17.0,74.9,38.1,53.3,2.0,1.0,6.5,No,Yes,Low,1.0,Yes,Salle 11,185.0
Male,19.0,Mecanique,1,82.2,12.0,58.8,32.5,56.8,2.0,3.6,20.1,No,No,High,1.0,Yes,Salle 16,186.0
Female,18.0,Mecanique,1,51.4,49.0,68.3,76.6,60.5,1.0,0.8,5.7,Yes,No,Low,2.0,Yes,Salle 11,186.0
Male,22.0,GenieCivil,4,88.7,11.0,49.1,57.9,9.1,2.0,0.6,11.5,Yes,No,Middle,0.0,Yes,Salle 30,173.0
Female,22.0,Informatique,2,80.9,19.0,65.0,72.7,48.4,1.0,1.5,7.1,Yes,No,Middle,0.0,Yes,Salle 25,298.0
Male,19.0,Chimie,3,92.3,8.0,65.1,56.5,58.1,1.0,7.9,11.5,Yes,No,Low,1.0,Yes,Salle 23,130.0
Male,25.0,Electrique,1,98.0,2.0,62.2,70.1,35.7,3.0,1.8,16.3,Yes,No,Low,1.0,Yes,Salle 21,143.0
Female,23.0,GenieCivil,4,85.4,15.0,65.2,43.0,96.5,1.0,0.8,20.5,No,No,Middle,0.0,Yes,Salle 22,173.0
Female,22.0,Chimie,1,85.6,14.0,67.7,60.9,60.7,0.0,0.7,8.4,Yes,No,High,2.0,Yes,Salle 23,96.0
Male,22.0,Mecanique,3,98.1,2.0,65.1,72.3,42.6,2.0,1.4,20.4,No,No,Middle,1.0,No,Salle 1,212.0
Male,21.0,GenieCivil,1,59.7,40.0,74.3,47.1,28.3,2.0,2.7,8.0,Yes,Yes,High,1.0,No,Salle 6,149.0
Male,21.0,Mecanique,3,79.3,21.0,34.0,84.9,63.8,2.0,4.1,17.1,Yes,No,Low,1.0,No,Salle 30,212.0
Male,24.0,Telecom,2,61.6,38.0,59.1,64.2,58.4,1.0,3.7,19.3,Yes,No,Middle,2.0,Yes,Salle 9,161.0
Female,22.0,Informatique,3,96.6,3.0,78.3,61.6,54.2,1.0,0.8,5.7,No,No,Middle,1.0,Yes,Salle 23,263.0
Male,24.0,Informatique,4,81.5,18.0,72.1,85.1,85.4,1.0,0.4,9.3,No,No,Middle,1.0,Yes,Salle 18,230.0
Male,26.0,Informatique,2,94.3,6.0,73.1,65.9,58.3,0.0,2.2,12.0,Yes,No,Low,2.0,Yes,Salle 22,298.0
Female,24.0,Telecom,5,100.0,0.0,47.4,57.0,67.3,0.0,1.9,11.0,No,Yes,Middle,0.0,No,Salle 23,60.0
Male,20.0,Informatique,4,67.9,32.0,67.1,75.4,13.1,2.0,1.5,13.0,Yes,No,Low,1.0,Yes,Salle 7,230.0
Male,26.0,Mecanique,3,83.9,16.0,37.9,31.1,44.8,0.0,0.8,3.4,Yes,No,Middle,1.0,Yes,Salle 25,212.0
Male,24.0,Telecom,2,77.9,22.0,62.4,58.8,33.0,0.0,2.9,11.8,Yes,No,Middle,1.0,No,Salle 25,161.0
Male,21.0,Mecanique,2,59.9,40.0,71.5,26.9,57.6,2.0,1.3,3.7,No,No,Middle,1.0,Yes,Salle 21,231.0
Female,22.0,Mecanique,1,86.5,14.0,72.8,62.2,53.8,2.0,0.4,8.2,Yes,Yes,Middle,1.0,Yes,Salle 23,186.0
Male,23.0,Informatique,3,81.9,18.0,68.4,29.4,53.2,2.0,1.3,9.2,Yes,Yes,Low,4.0,Yes,Salle 13,263.0
Male,21.0,Mecanique,3,56.3,44.0,75.3,79.6,99.3,1.0,1.6,8.0,No,No,Low,0.0,Yes,Salle 22,212.0
Female,22.0,Mecanique,5,85.4,15.0,55.9,89.3,82.0,2.0,0.3,5.1,Yes,No,High,0.0,Yes,Salle 16,67.0
Female,25.0,Electrique,2,93.2,7.0,65.6,61.3,63.5,2.0,1.4,11.7,No,No,Middle,1.0,Yes,Salle 26,185.0
Male,23.0,Informatique,1,84.0,16.0,70.7,55.1,14.2,1.0,1.8,10.7,No,No,Middle,1.0,Yes,Salle 7,248.0
Female,21.0,Informatique,3,95.5,4.0,55.1,80.0,44.5,1.0,0.0,9.7,Yes,No,Middle,1.0,Yes,Salle 21,263.0
Male,21.0,Energetique,1,65.6,34.0,52.2,41.9,82.1,2.0,1.4,12.0,Yes,No,Middle,1.0,No,Salle 25,83.0
Male,20.0,Chimie,1,61.6,38.0,58.4,46.1,74.8,1.0,0.2,6.5,Yes,Yes,Middle,1.0,No,Salle 3,96.0
Female,20.0,Informatique,3,65.2,35.0,56.9,79.8,39.9,2.0,0.8,15.9,Yes,No,Low,1.0,Yes,Salle 17,263.0
Male,20.0,Electrique,4,70.9,29.0,95.2,60.8,100.0,2.0,2.6,18.3,No,No,Middle,2.0,No,Salle 14,157.0
Male,23.0,Energetique,4,86.5,14.0,68.6,74.0,36.9,1.0,2.4,16.9,Yes,Yes,Middle,1.0,Yes,Salle 2,70.0
Female,20.0,Mecanique,1,68.4,32.0,67.7,83.9,78.9,1.0,4.0,18.9,No,Yes,Middle,1.0,Yes,Salle 2,186.0
Male,22.0,GenieCivil,1,83.9,16.0,58.3,79.3,79.4,1.0,1.5,17.5,Yes,No,Low,1.0,Yes,Salle 24,149.0
Male,23.0,Electrique,2,100.0,0.0,89.0,35.3,49.8,1.0,2.3,19.4,No,No,Middle,1.0,Yes,Salle 21,185.0
Male,24.0,GenieCivil,4,86.4,14.0,75.7,85.2,59.0,2.0,3.1,18.3,Yes,No,High,0.0,Yes,Salle 19,173.0
Female,22.0,Mecanique,1,85.7,14.0,67.3,98.9,86.7,0.0,1.9,12.0,Yes,No,Middle,0.0,Yes,Salle 5,186.0
Female,20.0,Chimie,3,72.1,28.0,67.7,60.2,56.3,2.0,0.3,11.2,Yes,No,High,0.0,No,Salle 2,130.0
Male,23.0,Informatique,2,84.6,15.0,78.5,46.8,100.0,0.0,0.7,16.1,Yes,Yes,High,1.0,Yes,Salle 9,298.0
Female,25.0,Mecanique,2,71.5,28.0,62.3,61.8,87.5,4.0,1.1,0.2,Yes,No,Low,2.0,Yes,Salle 10,231.0
Female,22.0,Informatique,3,78.1,22.0,59.4,57.0,80.7,2.0,5.9,11.5,Yes,No,Middle,0.0,Yes,Salle 29,263.0
Male,22.0,Telecom,4,82.8,17.0,48.7,75.9,100.0,1.0,3.4,16.7,Yes,Yes,Low,2.0,Yes,Salle 30,121.0
Male,21.0,Mecanique,4,78.4,22.0,38.8,100.0,66.5,1.0,1.1,9.9,Yes,No,Middle,1.0,Yes,Salle 27,178.0
Male,23.0,Energetique,3,100.0,0.0,50.0,58.2,65.9,1.0,1.4,5.2,Yes,No,Low,0.0,Yes,Salle 30,104.0
Female,22.0,GenieCivil,3,100.0,0.0,65.1,37.2,49.1,1.0,1.1,8.5,Yes,No,Middle,1.0,No,Salle 29,185.0
Female,24.0,Informatique,2,84.2,16.0,54.8,78.5,72.6,2.0,6.1,31.5,Yes,No,Middle,3.0,Yes,Salle 26,298.0
Male,20.0,Electrique,1,81.7,18.0,65.1,78.7,44.9,2.0,0.8,1.0,No,No,Middle,0.0,Yes,Salle 26,143.0
Male,21.0,Energetique,3,78.4,22.0,52.1,75.6,58.1,0.0,0.8,6.4,Yes,No,Low,1.0,Yes,Salle 12,104.0
Male,26.0,Telecom,2,75.9,24.0,73.2,61.4,65.7,3.0,1.3,11.5,Yes,No,Low,3.0,Yes,Salle 9,161.0
Female,24.0,Electrique,3,79.4,21.0,90.3,58.5,92.7,2.0,6.5,33.3,Yes,No,Low,2.0,Yes,Salle 8,188.0
Male,22.0,Informatique,5,100.0,0.0,60.6,57.1,51.5,1.0,1.5,12.0,Yes,Yes,Low,0.0,Yes,Salle 5,109.0
Male,21.0,Informatique,4,74.6,25.0,60.4,54.3,32.3,1.0,2.8,19.1,No,No,Middle,2.0,Yes,Salle 20,230.0
Male,23.0,Telecom,1,88.5,12.0,53.7,76.7,54.7,2.0,0.7,14.6,Yes,No,Low,0.0,Yes,Salle 23,121.0
Female,26.0,Electrique,1,96.5,4.0,52.9,44.9,72.4,0.0,0.7,2.1,Yes,No,High,1.0,No,Salle 25,143.0
Male,18.0,Telecom,2,87.0,13.0,87.5,81.9,63.0,2.0,1.7,12.1,Yes,Yes,Low,2.0,No,Salle 19,161.0
Male,21.0,Mecanique,1,82.6,17.0,39.4,55.1,100.0,0.0,0.3,7.1,Yes,Yes,Low,1.0,No,Salle 21,186.0
Male,23.0,Electrique,2,78.2,22.0,81.3,63.8,40.8,0.0,1.3,12.2,No,No,Middle,3.0,Yes,Salle 17,185.0
Other,23.0,Telecom,2,74.2,26.0,69.3,37.1,63.5,3.0,3.1,17.5,Yes,No,Middle,0.0,Yes,Salle 29,161.0
Male,23.0,Mecanique,4,85.0,15.0,58.3,100.0,72.8,3.0,1.4,23.6,Yes,No,Low,1.0,Yes,Salle 25,178.0
Female,21.0,Chimie,3,100.0,0.0,57.3,45.0,38.2,1.0,0.7,6.2,Yes,Yes,Middle,0.0,No,Salle 14,130.0
Male,22.0,Chimie,5,100.0,0.0,72.8,61.6,59.7,2.0,0.2,6.8,Yes,Yes,High,2.0,Yes,Salle 8,48.0
Female,21.0,Telecom,3,85.9,14.0,97.9,52.1,80.1,1.0,3.7,21.1,Yes,No,Low,3.0,No,Salle 26,154.0
Female,20.0,Chimie,5,99.3,1.0,32.7,51.6,81.1,0.0,0.0,1.3,Yes,Yes,Middle,0.0,Yes,Salle 1,48.0
Male,20.0,Telecom,2,83.8,16.0,70.5,87.6,37.8,1.0,4.4,16.0,Yes,No,Middle,1.0,Yes,Salle 8,161.0
Male,24.0,Electrique,3,78.1,22.0,57.5,63.8,53.6,3.0,0.5,8.2,Yes,No,Low,1.0,Yes,Salle 20,188.0
Male,23.0,Telecom,2,88.7,11.0,94.1,63.4,100.0,0.0,3.1,15.9,Yes,No,Middle,1.0,Yes,Salle 15,161.0
Male,19.0,Chimie,4,75.5,24.0,10.2,87.8,74.1,1.0,0.1,7.5,Yes,No,Low,1.0,Yes,Salle 26,93.0
Female,20.0,Energetique,4,100.0,0.0,68.3,62.8,75.7,0.0,1.2,7.3,Yes,No,Low,1.0,Yes,Salle 11,70.0
Male,24.0,Informatique,2,71.0,29.0,49.0,57.1,78.1,5.0,2.2,20.8,Yes,No,Low,0.0,Yes,Salle 19,298.0
Female,24.0,Mecanique,1,82.2,18.0,83.7,47.9,48.2,0.0,2.8,15.0,No,No,Low,1.0,Yes,Salle 2,186.0
Other,23.0,Chimie,5,98.6,1.0,84.4,47.3,67.0,0.0,5.8,31.2,Yes,No,Low,3.0,No,Salle 15,48.0
Male,24.0,Telecom,1,71.6,28.0,75.3,57.8,59.1,1.0,5.2,33.4,No,Yes,Middle,2.0,Yes,Salle 24,121.0
Male,19.0,Informatique,2,72.2,28.0,91.8,40.9,34.1,0.0,1.6,11.5,Yes,No,Middle,0.0,Yes,Salle 20,298.0
Female,21.0,Mecanique,5,72.6,27.0,94.9,69.1,53.8,1.0,3.0,11.5,Yes,No,Low,1.0,Yes,Salle 7,67.0
Female,22.0,GenieCivil,2,67.5,32.0,71.9,90.6,74.0,1.0,3.2,23.3,Yes,No,Low,0.0,Yes,Salle 29,177.0
Female,21.0,Informatique,3,72.1,28.0,79.1,80.5,72.7,2.0,0.5,12.0,No,Yes,Middle,1.0,Yes,Salle 20,263.0
Female,18.0,Electrique,3,92.2,8.0,79.9,47.8,44.2,0.0,1.3,12.9,Yes,No,High,0.0,Yes,Salle 24,188.0
Male,23.0,Informatique,2,77.5,22.0,80.8,82.3,80.1,0.0,0.4,14.2,No,No,Middle,1.0,No,Salle 14,298.0
Male,17.0,Electrique,4,71.6,28.0,61.4,61.0,100.0,0.0,0.5,9.7,No,No,Middle,3.0,Yes,Salle 29,157.0
Female,20.0,Informatique,5,69.2,31.0,93.7,57.9,75.8,0.0,1.6,11.9,Yes,No,Middle,1.0,No,Salle 6,109.0
Male,21.0,Mecanique,4,74.4,26.0,46.1,82.0,63.5,2.0,0.0,10.0,Yes,No,Low,0.0,Yes,Salle 6,178.0
Female,23.0,Chimie,5,84.2,16.0,46.6,57.4,54.5,1.0,3.5,17.8,Yes,Yes,Middle,1.0,No,Salle 12,48.0
Male,21.0,Informatique,3,100.0,0.0,72.9,81.2,63.5,1.0,3.3,19.0,Yes,Yes,Middle,0.0,Yes,Salle 26,263.0
Female,21.0,Informatique,2,72.2,28.0,77.7,87.8,65.5,2.0,0.7,5.9,No,No,Middle,2.0,No,Salle 16,298.0
Male,22.0,Telecom,2,76.0,24.0,85.1,62.0,71.1,2.0,0.1,9.1,Yes,No,High,3.0,Yes,Salle 19,161.0
Female,25.0,Electrique,4,89.9,10.0,72.1,73.8,97.8,2.0,0.2,2.2,No,No,Middle,1.0,Yes,Salle 18,157.0
Male,20.0,Mecanique,1,86.8,13.0,55.1,77.9,41.8,1.0,1.4,15.8,Yes,No,Middle,1.0,No,Salle 5,186.0
Female,23.0,Energetique,3,80.6,19.0,48.3,61.6,64.7,3.0,0.6,4.9,Yes,No,High,1.0,No,Salle 11,104.0
Female,19.0,Informatique,3,84.9,15.0,65.1,83.4,88.7,1.0,1.8,11.9,Yes,No,Low,0.0,No,Salle 26,263.0
Male,24.0,Informatique,4,68.6,31.0,65.1,85.9,29.3,2.0,1.7,15.2,Yes,No,High,1.0,Yes,Salle 15,230.0
Female,21.0,GenieCivil,1,95.5,4.0,56.4,60.3,67.1,1.0,0.4,2.2,No,No,Middle,1.0,Yes,Salle 18,149.0
Male,22.0,Electrique,4,91.4,9.0,44.7,61.8,66.5,1.0,10.2,46.5,No,No,High,2.0,Yes,Salle 13,157.0
Male,18.0,Telecom,2,67.1,33.0,86.8,68.5,71.2,0.0,0.1,3.3,Yes,Yes,Middle,0.0,Yes,Salle 10,161.0
Female,22.0,Energetique,3,83.6,16.0,73.7,43.0,77.0,0.0,3.1,16.8,Yes,No,Middle,1.0,Yes,Salle 27,104.0
Male,21.0,Energetique,5,80.0,20.0,58.5,56.5,91.6,2.0,0.5,9.1,No,No,Low,2.0,Yes,Salle 8,40.0
Male,20.0,Chimie,1,88.3,12.0,83.3,70.0,54.2,3.0,1.4,10.2,Yes,No,Middle,2.0,Yes,Salle 26,96.0
Female,21.0,Energetique,3,90.7,9.0,47.7,72.8,67.3,1.0,0.4,0.0,No,No,Middle,0.0,Yes,Salle 9,104.0
Female,21.0,Electrique,3,82.5,18.0,62.6,72.2,81.9,2.0,0.2,5.6,Yes,No,Middle,0.0,No,Salle 8,188.0
Male,25.0,GenieCivil,1,72.8,27.0,72.2,24.0,56.7,1.0,1.4,5.0,Yes,No,Middle,1.0,Yes,Salle 15,149.0
Male,25.0,Mecanique,2,100.0,0.0,58.6,61.6,57.9,1.0,0.0,0.0,No,No,Low,0.0,No,Salle 11,231.0
Male,22.0,GenieCivil,2,77.9,22.0,84.3,37.5,53.5,2.0,2.3,15.6,Yes,No,Middle,1.0,Yes,Salle 26,177.0
Male,25.0,Electrique,1,80.9,19.0,50.8,74.1,84.7,0.0,1.2,11.5,No,No,Middle,0.0,Yes,Salle 5,143.0
Female,24.0,Telecom,5,83.8,16.0,85.7,51.0,97.3,1.0,0.1,8.9,No,No,Low,2.0,Yes,Salle 16,60.0
Male,20.0,GenieCivil,1,98.5,2.0,63.5,66.2,53.5,1.0,1.5,17.6,No,No,Low,0.0,Yes,Salle 15,149.0
Male,23.0,Telecom,4,79.7,20.0,65.1,57.2,81.0,1.0,4.4,24.4,No,No,Middle,0.0,Yes,Salle 23,121.0
Male,22.0,Chimie,1,84.1,16.0,80.4,93.5,40.8,0.0,0.4,11.5,Yes,No,Middle,0.0,No,Salle 11,96.0
Female,25.0,Mecanique,1,84.1,16.0,48.9,66.6,56.8,1.0,2.4,13.7,Yes,No,High,1.0,Yes,Salle 23,186.0
Male,22.0,Informatique,5,90.1,10.0,76.4,75.8,95.4,0.0,1.2,16.4,Yes,Yes,Middle,1.0,No,Salle 30,109.0
Male,21.0,Telecom,1,75.7,24.0,53.3,71.9,28.1,1.0,9.0,29.1,Yes,No,Middle,2.0,Yes,Salle 10,121.0
Male,17.0,Mecanique,4,90.4,10.0,65.1,61.9,100.0,2.0,1.9,18.4,Yes,No,Middle,1.0,Yes,Salle 6,178.0
Male,22.0,Informatique,4,82.5,18.0,52.7,70.2,57.0,5.0,2.4,19.3,No,No,Middle,1.0,Yes,Salle 20,230.0
Male,22.0,Energetique,2,82.2,27.0,71.9,61.6,85.3,1.0,1.2,20.5,Yes,No,High,1.0,No,Salle 25,71.0
Male,27.0,Mecanique,3,82.2,18.0,55.9,60.8,56.5,2.0,1.6,6.7,Yes,No,Low,2.0,No,Salle 11,212.0
Male,22.0,Informatique,3,82.7,17.0,63.0,64.5,88.9,1.0,1.6,16.5,No,No,Middle,2.0,Yes,Salle 7,263.0
Male,23.0,Energetique,3,83.6,16.0,79.3,35.2,52.8,4.0,4.1,22.3,Yes,No,Low,2.0,Yes,Salle 8,104.0
Male,20.0,Mecanique,1,69.6,30.0,51.8,73.8,31.8,1.0,1.7,12.1,Yes,Yes,Low,2.0,Yes,Salle 10,186.0
Male,21.0,Telecom,1,74.0,26.0,59.7,64.8,91.9,1.0,1.2,8.7,No,No,Middle,3.0,Yes,Salle 19,121.0
Female,21.0,Electrique,1,78.1,22.0,59.6,44.6,85.4,1.0,0.1,5.2,Yes,No,Middle,0.0,Yes,Salle 21,143.0
Male,18.0,Telecom,1,99.2,1.0,61.4,100.0,23.3,1.0,0.6,11.5,Yes,No,Low,1.0,No,Salle 26,121.0
Male,22.0,Electrique,2,60.7,39.0,56.3,51.0,63.5,0.0,1.7,16.1,No,Yes,Low,0.0,Yes,Salle 15,185.0
Male,22.0,Energetique,2,81.7,18.0,74.5,67.3,57.5,2.0,2.4,12.5,Yes,No,Middle,0.0,No,Salle 3,71.0
Male,22.0,Mecanique,2,78.1,22.0,43.2,38.8,63.2,0.0,0.4,5.2,No,Yes,Low,0.0,Yes,Salle 17,231.0
Female,23.0,GenieCivil,1,74.4,26.0,65.1,70.6,95.4,2.0,1.7,16.2,Yes,No,Middle,1.0,No,Salle 10,149.0
Male,24.0,GenieCivil,3,98.9,1.0,72.0,75.2,54.2,0.0,0.5,3.6,Yes,No,Middle,1.0,Yes,Salle 9,185.0
Female,21.0,GenieCivil,1,79.6,20.0,65.7,100.0,43.7,2.0,7.1,33.3,Yes,Yes,Low,0.0,Yes,Salle 8,149.0
Male,24.0,Electrique,4,76.7,23.0,74.5,78.1,52.2,0.0,4.6,30.4,Yes,Yes,Middle,1.0,No,Salle 10,157.0
Male,22.0,Chimie,4,59.0,41.0,70.9,53.1,100.0,1.0,3.3,22.9,No,No,Middle,1.0,Yes,Salle 28,93.0
Female,22.0,Informatique,2,97.8,2.0,92.8,36.9,28.5,0.0,0.2,7.3,Yes,No,Middle,1.0,Yes,Salle 16,298.0
Male,23.0,Electrique,5,82.3,18.0,66.9,27.2,58.0,1.0,2.6,11.5,Yes,No,Middle,1.0,Yes,Salle 2,80.0
Male,24.0,GenieCivil,2,71.2,29.0,50.8,67.8,72.4,0.0,1.5,6.9,Yes,No,Low,2.0,Yes,Salle 12,177.0
Male,20.0,Electrique,4,69.6,30.0,65.4,42.4,53.3,0.0,3.1,8.8,Yes,No,Low,1.0,Yes,Salle 25,157.0
Male,18.0,Mecanique,2,88.9,11.0,67.1,44.4,85.6,1.0,3.0,16.1,Yes,No,Middle,1.0,Yes,Salle 23,231.0
Male,24.0,Electrique,2,73.8,26.0,65.2,80.9,89.0,1.0,0.9,11.5,No,No,Middle,0.0,No,Salle 27,185.0
Male,17.0,Informatique,2,96.4,4.0,76.4,73.0,72.7,0.0,1.1,8.3,No,No,Low,2.0,Yes,Salle 30,298.0
Male,22.0,Telecom,1,79.0,21.0,57.3,52.3,51.7,0.0,3.2,16.5,Yes,Yes,Middle,1.0,Yes,Salle 9,121.0
Male,24.0,Telecom,4,97.1,3.0,37.8,53.0,62.5,3.0,1.1,16.6,No,Yes,Middle,0.0,Yes,Salle 16,121.0
Female,22.0,Chimie,4,82.8,17.0,64.2,25.5,72.2,1.0,0.5,4.7,No,No,Middle,2.0,Yes,Salle 12,93.0
Female,20.0,Informatique,4,85.4,15.0,60.4,57.7,52.6,3.0,4.0,16.5,No,No,Middle,1.0,Yes,Salle 9,230.0
Male,23.0,Informatique,4,76.0,24.0,78.4,79.6,64.5,1.0,2.4,12.7,Yes,No,Middle,1.0,No,Salle 29,230.0
Male,21.0,Chimie,1,93.1,7.0,65.1,56.8,90.9,1.0,1.3,9.7,Yes,No,Middle,1.0,Yes,Salle 25,96.0
